epoch,step,total_train_loss,real_train_loss,random_train_loss,real_train_acc,random_train_acc,total_val_loss,real_val_loss,random_val_loss,real_val_acc,random_val_acc,sav_version
0,918,9.887015290769357,9.4204704610221,9.887015290769357,0.21088437892333342,0.014193094176308929,6.838879307111104,10.776975055535635,6.838879307111104,0.0,0.015949029621852448,1
1,1836,7.128058605983626,9.53319943029117,7.128058605983626,0.03519776619768503,0.013971305994304663,6.426356961329778,9.932241280873617,6.426356961329778,0.0,0.01682685941179728,2
2,2754,6.894233334817658,8.860799878251319,6.894233334817658,0.06087019326411542,0.01539148830610838,6.3353335956732435,10.14030576745669,6.3353335956732435,0.0,0.01697551980254041,3
3,3672,6.758309468724369,8.34591505418416,6.758309468724369,0.08468281197526847,0.016417159776020953,6.200432817141215,9.06718867023786,6.200432817141215,0.04475473002514053,0.017943139467078862,4
4,4590,6.674377028459038,7.867689398638823,6.674377028459038,0.11166116192392343,0.017427764607841695,6.125403602917989,8.325867722431818,6.125403602917989,0.1553743392331737,0.017394430681317068,5
5,5508,6.59758605936254,7.60526225977214,6.59758605936254,0.12149861638994705,0.01745649926328575,6.11258327960968,7.789643754561742,6.11258327960968,0.25721923130513474,0.01541141694137229,6
6,6426,6.528944628950298,7.198663902178828,6.528944628950298,0.13134197118585167,0.018564735068612975,6.069534629583359,8.431806365648905,6.069534629583359,0.03642720960118214,0.022933458774683817,7
7,7344,6.4690322216299885,6.989875552441299,6.4690322216299885,0.1345297112806181,0.019997204492081366,5.9137283861637115,6.795606791973114,5.9137283861637115,0.29459993711721694,0.026479461554647348,8
8,8262,6.436303158990698,6.684114045826698,6.436303158990698,0.1462584373659232,0.020292631489167108,5.925759186347325,6.67818280061086,5.925759186347325,0.2832942889247499,0.02516001398121201,8
9,9180,6.391462296961699,6.3662948847336445,6.391462296961699,0.164039104583836,0.020426283396648356,5.880282948414485,6.483548561731975,5.880282948414485,0.21479487660324345,0.032161961028985615,9
10,10098,6.356117060501331,6.13006862056541,6.356117060501331,0.17162808438984017,0.022838848144586518,5.91295513510704,6.838079164425532,5.91295513510704,0.16196299999602268,0.029076640705394202,9
11,11016,6.322222060887123,6.048673887398248,6.322222060887123,0.17988310661433699,0.022925757164797375,5.882129033406575,6.337170680363973,5.882129033406575,0.24528019518687297,0.029200608219054403,9
