epoch,step,total_train_loss,real_train_loss,rec_train_loss,contra_train_loss,real_train_acc,rec_train_acc,real_train_top5,rec_train_top5,total_val_loss,real_val_loss,rec_val_loss,contra_val_loss,real_val_acc,rec_val_acc,real_val_top5,rec_val_top5,sav_version
0,1266,0.6146638951077469,0.19290745246561028,0.41508079876926085,0.06675644285938634,0.9542117150473921,0.9278676688388618,0.989608478430285,0.7801012710076879,0.9631580886515704,0.4335981392950723,0.46437568669066287,0.6518426393017624,0.9147709061771562,0.9108000072843823,0.7309111449478061,0.6448462714854454,1
1,2532,0.3271120871295108,0.07071708623867182,0.25357877240644244,0.02816228287465176,0.9778553268167466,0.9509651461295431,0.9880886241777834,0.7688819298306369,0.9637252981915618,0.4614409537929477,0.4548678021087791,0.47416546353788086,0.9130354020979023,0.9139332022144526,0.7734547508499953,0.6959973510964975,1
2,3798,0.2983164763008943,0.061263000683073325,0.23434492165155085,0.0270855343631376,0.9806859695892574,0.9534872383491305,0.9893874672083565,0.7722552078250795,0.7502106048844077,0.3465648570634199,0.3587976192886179,0.4484813493309599,0.9335336538461538,0.9284090909090907,0.7874635932909698,0.691323311996561,2
3,5064,0.2788861890516198,0.05302327014755062,0.22281380611462454,0.03049113295198452,0.983293838862558,0.9555045418641392,0.99139867344409,0.7757213105661475,0.692676565412319,0.31196246059103444,0.3385554604006536,0.4215864466898369,0.9397599796037294,0.932933602855478,0.8188538279016994,0.7156570620299395,3
4,6330,0.2641697428277495,0.048439092385894535,0.21280090075363603,0.029297496366504385,0.984663803317534,0.957068276066351,0.9924538461862561,0.7835163098927307,0.7200586994489034,0.33710642198495794,0.34460531265446637,0.3834696500138803,0.9382912660256412,0.9336656832750583,0.8265454129289754,0.7365866070459024,3
5,7596,0.25541301578942444,0.04583500050862377,0.20683764331454726,0.027403723294765793,0.9855172541469189,0.9580525523301752,0.9925489618250969,0.7859263229119394,0.6265804690845085,0.27551633796908637,0.30903661612308386,0.42027511334780493,0.9455738272144523,0.9359411421911423,0.8358831450106794,0.7221272392626523,4
6,8862,0.24907087941917386,0.04367247410559965,0.20271273758144692,0.026856679275873194,0.9861886601500791,0.9585628949447069,0.9931804905457986,0.7897015771219308,0.6291714829928947,0.2804239567820773,0.3131444210355932,0.35603105863838486,0.9457331730769232,0.9360850087412586,0.83828127728336,0.7116978713263077,4
7,10128,0.24054248034836367,0.04148092602437,0.1964094017707341,0.026521525498756207,0.9866570398894163,0.9595650671406002,0.9935253971275291,0.7969402589855271,0.6304796730930154,0.28491183105065965,0.310045063495636,0.3552277435859044,0.9470534673659672,0.9369500291375292,0.8568058135293848,0.7510295474554287,4
8,11394,0.23527423362431557,0.039891874196234425,0.19275856371726222,0.026237954068517,0.9872321781200627,0.9599464356240112,0.9940537026305661,0.8005477896677109,0.6137281681100527,0.27563517602781457,0.3052358923084808,0.32857093237566226,0.9466865166083913,0.9379142992424239,0.8629180707216008,0.744359830039751,5
9,12660,0.23033455540359868,0.038011858304506416,0.18968762578604534,0.02635071182029107,0.9877536285545031,0.9606351204581357,0.9942113206154999,0.8017271464396987,0.5957427033872316,0.2639509784904393,0.2993112658009385,0.3248045299992417,0.949516499125874,0.9389696241258744,0.8702144504542235,0.7398510660506532,6
10,13926,0.22626772556922178,0.03735176010305057,0.18629400808057298,0.026219576318405487,0.9878930934044232,0.9611306526461296,0.9945653048961061,0.8043285098725796,0.6121331437519102,0.27143493616445497,0.3102074222582759,0.3049078154744524,0.9470434513403265,0.9365320877039628,0.8714839696328996,0.7451756439853761,6
11,15192,0.2237621911729305,0.03607970991798663,0.18514187348562205,0.025406080015639276,0.9882707592812003,0.961215195497631,0.9949767745680463,0.806088528580089,0.5155688102046648,0.21824762812166504,0.26347070435682934,0.338504782454534,0.9566888840326341,0.9443882939976692,0.8852285352627292,0.7529305835456407,7
12,16458,0.22015928118055653,0.0354217847005139,0.18217953913043272,0.025579577570819367,0.9884040531200621,0.961601500789889,0.9952046619276544,0.8097618410214935,0.541908400979909,0.23378589577182676,0.27600884595603653,0.32113657282157376,0.9546264932983685,0.9432036713286714,0.8828423968466299,0.7528773674719764,7
13,17724,0.2145935189976441,0.0339558809439506,0.17816111439293528,0.024765239042004845,0.9888607079383879,0.9621778732227488,0.9955405383981275,0.8126087566244111,0.5049293996258215,0.21088552861615564,0.26238470501971967,0.31659163308866095,0.9583551864801867,0.9440759761072264,0.8909634458741481,0.7529678621625723,8
14,18990,0.2126021944339524,0.03358159343262187,0.17653762310519697,0.024829776644247684,0.9889125444312803,0.962449397709321,0.9959022946140346,0.8152011270437625,0.47575413187344867,0.1943973544420618,0.2500959930546356,0.31260786070065066,0.9601462339743592,0.9452596882284384,0.889837436388269,0.7610220232233442,9
15,20256,0.2099991392809162,0.03299741178424689,0.17445767900390083,0.02544048558817632,0.9890995260663514,0.9626209518167463,0.9958007554266552,0.816006066081523,0.5010256731148922,0.2070960234286207,0.2615222917361693,0.32407356663183734,0.9588459717365965,0.9427110649766899,0.8935588355441517,0.7496404117335506,9
16,21522,0.20700108338188597,0.03263404328509574,0.17185953803762583,0.02507502198113367,0.9890915037519745,0.963054773894154,0.9957820821941349,0.820887994309485,0.5268394274241996,0.23244621243440744,0.2663920090505571,0.2800120687620206,0.9547111742424246,0.9430971372377623,0.8888521263069987,0.7713407066071117,9
17,22788,0.20490839048384396,0.031839242539740804,0.17058308077402307,0.024860675324572583,0.9894179502369672,0.963009108412323,0.9958792190195493,0.8212340229679491,0.5118585802388914,0.21952381185397055,0.26406770820418995,0.2826705633690863,0.9555160984848485,0.944326376748252,0.8962318657389204,0.7762518020379406,9
