epoch,step,total_train_loss,real_train_loss,rec_train_loss,contra_train_loss,real_train_acc,rec_train_acc,real_train_top5,rec_train_top5,total_val_loss,real_val_loss,rec_val_loss,contra_val_loss,real_val_acc,rec_val_acc,real_val_top5,rec_val_top5,sav_version
0,33,1.2753181945193897,0.4705770286646756,0.7477440237998962,0.5699715090520454,0.892772591991342,0.867211174242424,0.9947117827662182,0.7425955568709541,7.1122517585754395,3.574674606323242,3.4876747131347656,0.49902744591236115,0.5391927083333333,0.551953125,0.37508311170212766,0.5109707446808511,1
1,66,1.2077056873928418,0.47396477424737177,0.7298664035219135,0.03874516552031943,0.8928368506493508,0.8667410714285715,0.9927426347728154,0.751397792983509,7.040771245956421,3.5771719217300415,3.4340039491653442,0.2959498316049576,0.5403645833333333,0.5510416666666667,0.453125,0.5667386968085106,2
2,99,1.2025442177599126,0.4802490102522301,0.7216868355418696,0.006083708030707909,0.8936383928571429,0.8683712121212122,0.9913370153653075,0.7588129481899113,7.067688941955566,3.6106921434402466,3.4333972930908203,0.23599332571029663,0.5375,0.548828125,0.5067320478723405,0.6241688829787234,2
3,132,1.1830112157445964,0.4600878764282573,0.7223134781375076,0.006098644187053044,0.8936383928571427,0.8690882034632034,0.9903435759282532,0.7635993953030241,7.141317367553711,3.585977077484131,3.5263352394104004,0.2900523245334625,0.54375,0.5494791666666667,0.45561835106382975,0.5162898936170213,2
4,165,1.1843411470904495,0.46427202676281787,0.7196336867231311,0.004354317446775509,0.8939427759740258,0.8697138798701298,0.9928356016329551,0.7558283702838052,7.23319673538208,3.6053214073181152,3.589269280433655,0.38606058061122894,0.5401041666666666,0.5415364583333333,0.45985704787234044,0.4613530585106383,2
5,198,1.1992402094783206,0.47676739638501947,0.7220522300763563,0.0042058740544951324,0.891791801948052,0.867745535714286,0.9923209672421701,0.7430465921493995,7.09845495223999,3.6146063804626465,3.453159809112549,0.3068908601999283,0.5505208333333333,0.5625,0.48404255319148937,0.5692320478723405,2
6,231,1.209437962734338,0.47137843840049976,0.7377087546117378,0.0035077267904963455,0.8920961850649352,0.8670285443722943,0.9912607245176893,0.7540649816926348,6.971134185791016,3.579136610031128,3.360438823699951,0.3155841529369354,0.54375,0.5610677083333333,0.5337433510638298,0.676030585106383,3
7,264,1.178463233239723,0.45429525140560034,0.7238500226627697,0.003179593293955832,0.8946902056277057,0.867853760822511,0.9923817659613112,0.7529722709204013,7.072503089904785,3.5522183179855347,3.478671431541443,0.4161333590745926,0.5416666666666666,0.5506510416666667,0.55078125,0.5695644946808511,3
8,297,1.068282425403595,0.3849597835179531,0.6563482618693149,0.26974373344670644,0.9046266233766233,0.8774722673160172,0.9906260828132823,0.7252960583522116,6.544145345687866,3.3881410360336304,3.0760542154312134,0.7995015382766724,0.5611979166666666,0.5790364583333334,0.43508976063829785,0.6901595744680851,4
9,330,0.7543795388756376,0.2274874241063089,0.4851198702147513,0.4177224211620562,0.9317742153679651,0.9092194264069264,0.9873853947155712,0.7391832363727496,6.327428817749023,3.300482749938965,2.9470138549804688,0.7993232011795044,0.579296875,0.6072916666666667,0.46476063829787234,0.7625498670212766,5
