epoch,step,total_train_loss,real_train_loss,rec_train_loss,contra_train_loss,real_train_acc,rec_train_acc,real_train_top5,rec_train_top5,total_val_loss,real_val_loss,rec_val_loss,contra_val_loss,real_val_acc,rec_val_acc,real_val_top5,rec_val_top5,sav_version
0,1266,0.5236654950402925,0.12871050864228564,0.33607247879649227,0.5888250741289596,0.9658724575434422,0.9384984695892572,0.9884451637841503,0.7736609431288934,0.9346805409048543,0.47244357645060076,0.42604304443706165,0.36193914034149866,0.9119773455710958,0.9163625437062937,0.7373057673110223,0.6726658172439404,1
1,2532,0.34705448224787466,0.06167648869270891,0.2418901133159761,0.4348787998583456,0.9804829433254347,0.9519512736966819,0.9891270574645578,0.7674865646389163,0.7615657778400363,0.36390705090580566,0.3633458765618729,0.3431285256237695,0.9302620556526808,0.92446824009324,0.7655520277748923,0.6632630557133496,2
2,3798,0.3222746970764645,0.05336576993216718,0.22713666778252023,0.41772259578791465,0.9832210209320702,0.9541333432069499,0.9903358697155739,0.7745088046792822,0.7312348494023988,0.34868153867622215,0.35388055895314074,0.2867275650302569,0.9350579108391609,0.9280931308275059,0.8066894830001987,0.6931085861403219,3
3,5064,0.31007366479737875,0.048934800362109246,0.2206358832656038,0.40502980835206137,0.9845280410742469,0.9552521475118486,0.9918986102944131,0.7776223616625288,0.6708194184483904,0.30358030867170205,0.3406666880755713,0.26572422175244853,0.9410565996503495,0.9305616258741255,0.819900510149209,0.6934989191557145,4
4,6330,0.29468285753781576,0.04385708839664571,0.21132902608238902,0.39496742371369686,0.9861541024881527,0.9568016883886259,0.9930314211340986,0.7858627793251071,0.6307724357554407,0.29044124704192986,0.3161553959503318,0.241757972222386,0.9439712631118881,0.9342074592074593,0.8475490568461088,0.7206000112547977,5
5,7596,0.28510379320448986,0.04098832937940296,0.20592459899926555,0.38190864602112656,0.9868804304897313,0.9576656299368083,0.9936935757014284,0.7903134841204283,0.6010691031362071,0.2678136532618241,0.3088259371844205,0.24429514826360074,0.9486114146270398,0.9364337485431233,0.8611499757634671,0.7175538644922328,6
6,8862,0.2778755265860384,0.03809678154934262,0.20243215648895851,0.37346587860942076,0.9877968256319103,0.9584036828594001,0.9944330092897956,0.7927794480921005,0.5758899499972662,0.2503254884345965,0.30145852922490146,0.24105926512768774,0.9519321824009326,0.9375336902680655,0.8677275885826341,0.7442801932636858,7
7,10128,0.27151001624374593,0.0363246779544496,0.1979308214488812,0.37254515729291365,0.9883762835703005,0.9590164642575033,0.9947510613096943,0.798323851953762,0.5480356004202005,0.23698771849387523,0.28953325093695614,0.2151462375891931,0.9534792030885784,0.9391289699883453,0.8737369914754027,0.7435873549615957,8
8,11394,0.2648036457586439,0.03474358250210459,0.192934224626276,0.3712583784643696,0.9888693473538713,0.959745260663508,0.9952841172217481,0.8023022304632876,0.5464309747471954,0.23472089115812472,0.2895665123607173,0.22143567319620738,0.9548641462703963,0.9404092001748252,0.8728027621015944,0.7588947940291831,9
9,12660,0.2578206914602109,0.03321967411920205,0.18741391241656377,0.3718710446621381,0.989134700829384,0.9605098489336502,0.995658367290992,0.8097369755708074,0.5217138824589325,0.21122076582502236,0.2887520467241605,0.21741064812875155,0.9581885562354313,0.9390461101398606,0.8876149325686037,0.7384019070409267,10
10,13926,0.25163429661243447,0.03133694685283477,0.18405151792682742,0.36245831454652366,0.9898240027646128,0.9609220724723537,0.9961105947277339,0.8130865446062888,0.49976313543139084,0.19834333364710663,0.28130684273712564,0.20112955716974806,0.9611851689976691,0.9412487252331002,0.8932059979536183,0.7499495228612392,11
11,15192,0.24792198533130483,0.03022194707138673,0.18190955954469964,0.3579047821450384,0.9901072521721953,0.9612460505529228,0.9962321014110961,0.8165600215996474,0.4781107290676146,0.1867451545867053,0.2726129322792544,0.1875263988745935,0.9623625072843824,0.9410210882867137,0.9040289270411466,0.7568885640347616,12
12,16458,0.2425795977384935,0.029101121488562823,0.1783135167203879,0.3516495900661177,0.9904540629936802,0.9616459320695113,0.9967690387513096,0.821566331516581,0.4841438583803899,0.18855276907032187,0.2762256517554774,0.19365433535792612,0.9614774548368297,0.9410611523892775,0.9104167004842136,0.7688128705653413,12
13,17724,0.23951803733952237,0.028506634556727563,0.17652938440500937,0.3448201789981193,0.9905774832148496,0.9616607424960508,0.9967220591925285,0.8235106853795768,0.4534420436530402,0.17347700450795167,0.26163979032726,0.18325250008792587,0.9649603001165502,0.9432592147435895,0.9168423320858891,0.7601195859807335,13
14,18990,0.23605188753273437,0.02778073074847848,0.17451045228430256,0.33760703410982706,0.9907854462875211,0.961819954581358,0.99720632666013,0.8264381770810556,0.44221174852414563,0.17033195591559916,0.2549405158920722,0.16939279459642642,0.9655548878205129,0.943550590034965,0.9158765795754021,0.7770420773174758,14
15,20256,0.23257669163235178,0.027215880237642594,0.17246819794814156,0.3289261257384814,0.9909045468009477,0.9622451372432852,0.9970734588519391,0.8271822303770696,0.4490616944703189,0.17393924919606157,0.2591994832636732,0.15922961482834636,0.9642063665501167,0.9436106861888109,0.919442627304847,0.7753453715070303,14
